date,independent_bank,independent_bubble,independent_contraction,independent_credit,independent_crisis,independent_depression,independent_derivative,independent_employment,independent_growth,independent_housing,independent_inflation,independent_interest,independent_job,independent_lehman,independent_mortgage,independent_recession,independent_recovery,independent_reform,independent_swap,independent_asset,independent_bankrup,independent_captital,independent_collapse,independent_collateral,independent_debt,independent_downgrade,independent_gdp,independent_house,independent_layoff,independent_loan,independent_property,independent_quantitative,independent_rate,independent_rating,dailymail_bank,dailymail_bubble,dailymail_contraction,dailymail_credit,dailymail_crisis,dailymail_depression,dailymail_derivative,dailymail_employment,dailymail_growth,dailymail_housing,dailymail_inflation,dailymail_interest,dailymail_job,dailymail_lehman,dailymail_mortgage,dailymail_recession,dailymail_recovery,dailymail_reform,dailymail_swap,dailymail_asset,dailymail_bankrup,dailymail_captital,dailymail_collapse,dailymail_collateral,dailymail_debt,dailymail_downgrade,dailymail_gdp,dailymail_house,dailymail_layoff,dailymail_loan,dailymail_property,dailymail_quantitative,dailymail_rate,dailymail_rating,financialtimes_bank,financialtimes_bubble,financialtimes_contraction,financialtimes_credit,financialtimes_crisis,financialtimes_depression,financialtimes_derivative,financialtimes_employment,financialtimes_growth,financialtimes_housing,financialtimes_inflation,financialtimes_interest,financialtimes_job,financialtimes_lehman,financialtimes_mortgage,financialtimes_recession,financialtimes_recovery,financialtimes_reform,financialtimes_swap,financialtimes_asset,financialtimes_bankrup,financialtimes_captital,financialtimes_collapse,financialtimes_collateral,financialtimes_debt,financialtimes_downgrade,financialtimes_gdp,financialtimes_house,financialtimes_layoff,financialtimes_loan,financialtimes_property,financialtimes_quantitative,financialtimes_rate,financialtimes_rating,guardian_bank,guardian_bubble,guardian_contraction,guardian_credit,guardian_crisis,guardian_depression,guardian_derivative,guardian_employment,guardian_growth,guardian_housing,guardian_inflation,guardian_interest,guardian_job,guardian_lehman,guardian_mortgage,guardian_recession,guardian_recovery,guardian_reform,guardian_swap,guardian_asset,guardian_bankrup,guardian_captital,guardian_collapse,guardian_collateral,guardian_debt,guardian_downgrade,guardian_gdp,guardian_house,guardian_layoff,guardian_loan,guardian_property,guardian_quantitative,guardian_rate,guardian_rating
"2009-05-11",14,1,0,6,2,0,0,1,3,3,1,0,9,0,8,7,1,0,0,1,1,1,2,0,1,0,2,4,0,5,0,0,5,0,10,0,0,2,0,0,0,0,3,0,1,0,2,0,3,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,0,0,6,8,0,0,8,6,0,4,4,22,0,2,22,0,2,0,4,0,8,2,0,4,2,0,6,0,2,2,0,14,8
"2009-05-12",11,0,3,7,1,3,1,1,4,1,0,3,0,0,2,3,8,0,0,1,0,1,3,0,2,0,0,1,0,2,1,0,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,1,4,0,0,0,13,4,3,0,1,12,0,2,7,1,1,0,0,1,0,0,0,1,0,2,3,0,1,0,0,13,0
"2009-05-13",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,0,0,4,10,2,0,58,4,4,0,4,40,2,20,22,22,2,6,6,0,4,12,0,6,0,0,12,0,14,8,2,40,4
"2009-05-14",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,0,2,8,10,0,0,4,8,2,22,8,4,0,2,14,20,0,0,4,0,4,0,2,10,0,0,6,0,2,6,8,34,0
"2009-05-15",29,2,1,3,3,0,0,2,9,1,6,5,6,3,4,10,6,1,0,3,1,5,2,0,2,1,0,4,0,4,2,0,7,2,2,0,0,1,1,1,0,20,1,0,0,0,8,0,0,8,2,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,0,0,1,0,0,0,2,3,1,0,2,6,0,10,1,1,0,0,0,0,2,1,0,2,0,0,2,0,1,2,0,8,0
"2009-05-18",8,0,0,3,4,0,0,1,4,2,14,2,0,0,4,2,1,1,0,0,0,2,1,0,0,0,2,2,0,1,2,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,2,1,12,17,0,0,4,10,1,4,8,2,0,4,6,10,0,1,22,2,12,1,1,4,1,0,2,0,10,2,2,25,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2009-05-19",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,2,8,25,30,2,12,24,24,12,4,16,25,3,5,14,11,20,3,17,8,25,12,1,46,3,3,19,1,12,25,2,68,8,8,0,0,2,2,0,0,1,1,0,1,0,2,0,1,3,1,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,2,1
"2009-05-20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,7,5,39,39,2,1,11,28,41,26,21,6,3,7,12,22,2,1,25,4,23,2,0,16,0,1,30,0,11,3,0,74,8,3,0,0,0,0,0,0,0,1,1,11,0,0,0,2,2,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,4,0
"2009-05-21",25,0,1,11,5,0,0,4,9,0,2,3,3,0,5,13,13,2,0,5,0,6,2,0,15,3,6,5,0,0,0,2,19,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159,2,8,57,48,0,6,40,37,7,20,27,50,8,15,24,31,16,6,39,4,40,11,2,71,10,16,31,0,23,6,6,101,20,6,0,1,3,5,1,0,1,3,0,0,1,0,0,0,4,4,1,0,0,0,2,2,0,7,0,2,0,0,4,2,1,7,0
"2009-05-22",24,1,0,16,6,0,1,2,11,9,4,8,2,1,8,6,6,1,5,4,0,3,1,1,44,10,7,7,0,3,4,1,11,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116,3,17,63,56,2,1,14,27,2,11,18,20,9,3,27,52,9,2,34,8,30,13,1,60,23,18,19,1,22,9,4,101,54,3,2,1,6,0,1,0,5,4,6,1,3,1,1,3,1,2,1,0,0,0,0,1,0,5,2,1,6,0,1,1,0,6,11
"2009-05-25",8,0,0,1,0,0,0,1,0,4,0,1,5,0,4,4,4,0,0,0,3,0,2,0,0,0,0,2,0,1,7,0,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1,0,0,2,0,0,2,4,3,1,2,2,0,3,3,1,1,0,0,0,4,1,0,4,1,1,7,0,1,10,0,5,1
"2009-05-26",13,0,1,3,0,0,0,7,2,0,3,1,12,0,1,7,10,0,0,2,0,2,0,0,4,0,9,3,0,1,0,1,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,6,4,3,29,3,0,13,22,8,7,9,9,1,0,21,13,2,0,6,4,10,8,0,13,5,11,5,0,3,9,0,45,7,9,1,0,0,5,4,0,0,3,0,2,1,4,0,0,5,0,0,0,0,5,1,2,0,2,0,1,0,0,0,0,0,8,0
"2009-05-27",6,0,0,3,2,0,0,0,2,0,2,8,4,0,0,9,5,1,0,6,0,1,2,0,2,0,0,1,0,1,2,0,6,2,4,1,0,13,2,0,0,1,2,1,0,10,1,0,2,2,1,1,0,2,0,1,1,0,5,0,0,2,0,4,2,0,17,0,50,10,5,45,18,0,1,10,21,12,16,6,18,2,13,22,20,11,9,12,5,24,8,1,32,3,28,22,0,7,2,0,43,16,9,1,0,6,16,1,0,9,2,8,0,3,1,0,3,7,3,4,0,0,3,3,0,0,0,0,0,11,0,1,3,0,15,0
"2009-05-28",18,0,1,4,0,0,1,1,4,1,0,4,5,0,10,2,9,2,0,1,1,3,4,0,6,2,0,2,0,6,1,0,8,3,11,0,1,3,0,0,0,4,0,2,0,2,5,0,1,3,1,0,1,1,3,4,2,0,4,1,0,2,0,2,2,0,4,1,149,1,2,81,25,1,4,26,22,15,54,29,72,1,41,23,23,7,8,23,25,23,4,0,62,5,2,15,0,44,8,3,152,17,12,0,1,5,8,0,0,2,4,2,0,1,5,0,5,6,0,2,0,1,1,2,1,0,0,0,2,5,0,2,3,0,6,1
"2009-05-29",17,0,1,1,0,0,0,0,1,0,4,8,7,0,1,0,9,0,0,1,3,4,4,0,15,1,1,0,0,7,0,1,16,2,11,0,0,1,0,0,0,4,0,2,0,2,4,0,0,2,1,0,1,1,3,4,1,0,4,0,0,1,0,1,2,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,4,1,5,2,1,0,3,4,2,5,8,1,0,5,4,8,0,0,0,0,5,2,0,8,0,2,5,0,1,7,5,17,2
"2009-06-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,0,0,3,1,0,0,4,0,1,0,0,0,2,0,3,4,0,1,0,3,1,3,0,3,0,0,3,0,3,1,0,3,0,58,6,1,39,17,1,6,11,22,2,6,9,14,2,11,17,25,1,8,43,0,12,5,1,38,0,7,13,0,19,0,2,68,14,8,0,0,1,0,0,0,0,1,2,0,2,0,0,0,3,2,0,0,0,0,1,0,0,0,0,0,2,0,0,0,2,2,0
"2009-06-02",22,2,1,7,5,0,0,3,11,1,3,2,0,0,0,5,11,1,0,5,1,3,0,0,8,1,1,4,0,0,1,2,12,1,5,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,2,3,1,0,5,0,0,1,0,0,0,0,4,0,105,6,8,51,19,0,5,13,19,4,20,10,9,6,30,14,22,6,2,49,23,23,3,2,29,4,0,12,0,20,12,1,59,8,6,0,0,5,1,0,0,0,0,0,0,3,2,0,0,9,4,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,7,0
"2009-06-03",42,0,0,14,6,1,0,3,3,0,9,2,3,0,13,5,6,0,0,0,1,5,0,1,2,1,0,4,0,4,2,7,7,2,27,0,0,8,2,0,0,0,2,2,3,13,5,0,18,3,2,4,0,2,1,1,0,0,12,0,2,12,0,6,1,6,27,1,153,7,9,32,31,5,1,23,27,16,61,18,19,10,20,31,27,1,1,20,5,31,12,0,40,2,9,16,0,12,2,6,93,16,4,0,0,0,0,1,0,1,1,0,0,4,1,0,0,13,0,0,0,1,0,2,0,0,6,0,0,2,0,0,1,1,7,0
"2009-06-04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,0,1,1,0,0,0,1,3,0,6,5,1,0,0,3,1,0,0,0,0,1,0,0,8,0,0,2,0,1,0,0,15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,0,0,1,4,0,0,2,8,0,1,3,6,0,0,4,5,0,0,3,1,2,0,0,3,0,1,4,0,0,1,1,15,1
"2009-06-05",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,0,0,4,1,0,0,3,5,2,0,3,2,0,1,7,1,0,0,0,0,4,0,0,4,0,0,9,0,1,2,1,21,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,0,0,0,0,0,0,1,1,3,0,3,0,0,1,2,0,0,0,1,0,0,0,0,2,0,0,5,0,0,2,1,8,0
"2009-06-08",5,0,0,0,0,0,0,1,2,0,3,0,0,0,0,2,3,0,0,2,0,0,0,0,2,0,3,1,0,0,2,0,5,0,2,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,2,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,1,0,1,0,0,0,5,0,2,2,2,3,0,0,5,0,2,0,0,0,0,1,0,3,0,0,4,0,1,0,1,8,0
"2009-06-09",5,0,1,2,0,0,0,2,9,1,0,1,6,0,0,5,5,0,0,0,0,1,0,0,3,0,0,4,0,0,2,0,1,3,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,2,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,0,0,2,3,0,0,3,0,3,2,3,5,0,1,7,3,4,0,2,1,5,2,0,4,0,0,5,0,2,3,0,6,1
"2009-06-10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,0,1,6,4,0,0,1,8,1,4,6,2,1,2,0,0,2,2,2,0,4,2,0,5,0,0,3,0,7,2,0,20,0,140,7,7,77,48,3,0,28,22,17,9,30,33,3,7,33,21,6,10,32,11,28,10,0,91,11,16,25,0,30,15,1,112,24,26,0,0,2,2,0,0,4,0,1,2,2,2,0,4,3,4,0,0,0,1,1,0,0,3,0,0,1,0,0,0,0,5,1
"2009-06-11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174,1,5,24,41,1,11,10,36,10,25,26,8,2,19,36,27,3,14,11,1,30,6,4,45,1,8,14,0,19,7,2,117,21,4,0,0,1,0,0,0,2,4,0,0,2,0,1,1,8,4,0,0,0,0,1,1,0,2,1,1,1,0,0,1,1,3,0
"2009-06-12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121,2,4,14,13,1,2,20,19,9,26,28,24,8,8,23,38,10,5,16,5,30,6,0,33,1,6,18,0,5,2,1,57,5,14,0,0,1,1,0,0,1,0,3,5,4,1,0,15,4,4,1,0,0,0,0,0,0,1,0,0,3,0,0,0,2,32,0
"2009-06-15",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,2,2,18,32,3,0,12,42,4,11,18,10,0,5,18,25,8,0,25,1,9,2,0,10,0,5,4,0,1,0,0,73,5,9,2,0,7,6,1,1,2,8,2,1,1,0,0,0,8,2,0,0,0,0,1,2,0,0,0,4,2,0,0,0,0,9,0
"2009-06-16",29,0,1,6,2,0,0,7,7,1,0,3,5,0,0,4,6,0,0,5,0,7,0,0,9,3,1,1,0,1,1,1,7,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151,2,1,64,20,0,8,17,36,23,17,19,9,0,26,26,27,18,3,46,2,48,5,1,50,10,14,58,0,69,6,0,101,28,4,0,2,0,4,0,0,8,4,1,0,1,8,0,0,7,4,0,0,2,0,0,2,0,1,0,4,2,0,2,0,0,3,1
"2009-06-17",42,0,0,8,7,1,0,6,4,2,30,8,4,0,12,6,13,3,2,2,0,3,2,0,7,1,3,13,0,3,5,4,39,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,0,1,26,17,14,0,8,19,10,31,13,2,0,5,20,23,5,0,12,11,15,5,0,43,9,7,10,0,10,13,2,53,14,13,0,0,2,2,0,0,1,0,0,18,2,3,0,3,2,3,0,0,0,0,1,0,1,1,0,0,1,0,3,0,3,12,0
"2009-06-18",20,0,0,9,8,0,4,10,4,0,0,2,16,1,1,3,1,4,0,1,0,5,1,0,5,5,0,3,0,6,0,0,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109,9,5,53,34,0,2,27,26,1,30,21,17,1,17,20,14,20,1,14,4,45,3,1,55,5,7,5,0,15,1,0,79,21,17,1,0,6,9,2,1,9,1,0,0,4,9,0,2,4,4,1,1,1,0,2,1,0,7,0,0,6,0,2,0,2,7,0
"2009-06-19",56,1,0,18,7,0,0,1,1,1,0,4,3,0,11,2,2,2,0,1,0,4,3,0,7,1,0,5,0,6,3,1,18,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,5,1,29,10,1,0,6,13,10,2,10,14,0,12,16,21,2,0,7,0,9,2,0,8,2,5,25,0,5,3,4,28,2
"2009-06-22",9,1,1,3,2,1,0,2,3,5,16,3,6,0,6,1,1,0,0,0,0,2,3,0,3,0,0,4,0,3,9,0,7,2,8,0,0,2,1,0,0,0,0,1,0,0,0,0,21,0,0,2,0,0,0,1,2,0,9,0,2,5,0,9,1,0,11,1,119,9,4,31,35,0,0,3,30,16,11,24,9,4,5,19,17,6,4,41,19,34,10,1,46,3,6,33,0,20,3,2,76,14,18,1,1,5,11,0,0,1,11,3,2,5,1,6,3,17,8,1,0,3,0,4,6,0,16,5,8,13,0,0,3,0,11,8
"2009-06-23",11,0,0,3,3,1,0,0,1,1,0,2,0,0,8,1,0,1,0,0,0,1,0,0,1,2,0,2,0,0,3,0,7,5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,0,1,0,0,6,0,0,0,0,1,0,0,1,1,85,3,1,30,20,2,2,16,17,6,5,20,10,5,44,18,21,5,2,16,1,13,5,3,27,4,0,11,0,54,13,1,70,14,11,0,1,4,8,0,0,5,0,3,0,4,9,0,15,13,1,0,1,0,0,3,0,0,2,0,0,2,2,4,2,0,25,6
"2009-06-24",25,1,0,5,3,2,0,1,8,2,9,8,0,0,7,3,13,0,0,4,0,2,0,2,16,1,2,3,0,8,0,3,28,7,9,1,0,10,3,1,0,2,4,4,1,2,2,0,8,6,1,2,0,2,0,0,1,0,13,2,0,7,0,3,7,2,14,4,126,3,3,32,52,3,0,16,43,6,20,21,18,0,26,17,31,17,1,24,6,29,2,3,42,5,3,17,0,20,5,11,94,17,9,0,0,2,1,0,0,14,0,0,0,3,10,0,14,5,0,0,0,0,0,2,1,1,2,0,0,2,0,14,0,0,4,2
"2009-06-25",21,0,0,7,5,0,0,1,3,1,5,1,0,0,2,4,6,0,0,4,0,0,0,0,5,3,2,4,0,0,5,1,12,2,14,0,0,3,4,0,0,0,1,1,0,0,0,0,2,3,2,1,0,0,0,0,0,0,5,0,0,2,0,4,2,1,1,0,157,6,19,45,19,1,0,19,38,9,20,47,14,2,10,22,26,5,0,17,0,25,4,3,28,1,10,19,0,27,10,5,123,7,46,0,2,11,6,0,4,2,8,2,1,6,4,1,3,4,10,0,2,2,0,0,0,1,7,0,2,6,0,0,1,2,9,7
"2009-06-26",30,1,1,1,2,0,0,6,3,0,0,1,5,0,0,4,0,0,0,1,0,5,2,0,0,0,0,0,0,2,3,0,3,0,46,1,0,6,5,0,0,3,1,2,3,7,2,0,2,5,4,2,1,2,0,1,1,0,20,0,0,0,0,5,0,0,8,2,128,0,6,24,19,1,0,12,21,3,32,24,16,1,3,12,19,0,3,15,3,35,3,1,36,4,4,8,0,12,4,3,63,16,24,0,0,4,6,0,0,0,0,0,0,0,6,0,4,2,6,2,0,1,0,1,1,0,0,0,0,5,0,1,1,0,0,0
"2009-06-29",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,0,0,4,11,0,1,1,1,4,1,1,9,0,4,2,6,6,0,6,0,6,0,0,5,0,2,5,0,2,3,0,13,0
"2009-06-30",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,1,0,3,0,0,0,1,4,0,0,1,5,0,4,5,2,1,0,3,0,0,1,0,0,0,2,6,0,0,1,2,4,0
"2009-07-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114,1,7,24,23,3,0,16,39,15,48,21,22,2,18,38,26,3,2,17,3,30,3,1,48,2,15,46,2,24,3,0,93,7,8,0,1,2,2,0,0,3,2,3,2,3,3,0,4,10,5,0,1,0,0,2,1,0,3,0,4,2,0,0,2,0,14,1
"2009-07-02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,10,12,19,18,2,0,10,27,17,11,15,21,2,19,25,49,7,0,7,0,17,8,0,20,11,1,12,0,6,8,5,68,16,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0
"2009-07-03",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,2,0,26,20,0,11,50,30,4,15,26,55,1,7,17,29,5,2,15,2,24,3,1,51,3,5,14,0,12,6,1,121,9,16,2,0,20,2,0,0,22,2,6,0,6,26,0,0,14,8,0,0,26,2,30,0,0,20,0,2,6,0,4,4,0,38,0
"2009-07-06",4,1,0,1,2,2,0,17,1,0,13,2,14,1,4,11,8,1,0,2,0,2,0,0,1,0,1,3,0,0,1,1,6,0,2,0,0,0,0,0,0,0,0,0,0,1,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,3,2,29,21,1,7,34,30,1,22,30,16,1,2,19,26,15,1,98,11,19,5,1,10,0,5,15,0,14,18,3,102,3,18,5,1,1,6,2,0,6,9,1,3,3,6,1,0,10,3,1,0,1,0,5,2,0,2,0,0,0,0,1,0,2,10,0
"2009-07-07",12,0,0,3,1,0,0,9,6,1,2,4,2,1,0,5,6,0,0,2,0,7,0,0,2,1,2,4,0,2,14,2,13,5,8,0,0,6,4,0,0,6,1,0,0,4,2,0,0,7,9,1,0,0,0,0,0,0,4,0,0,1,0,11,1,0,14,0,156,2,1,62,55,0,1,19,34,6,10,20,40,0,16,20,21,19,7,34,1,42,2,1,33,10,2,26,0,30,7,0,90,38,9,0,1,3,9,0,0,0,4,0,5,3,2,0,8,5,3,1,0,2,1,6,1,0,3,1,0,1,0,3,1,2,8,1
"2009-07-08",10,0,0,3,3,0,2,3,8,9,2,2,2,0,2,5,9,2,0,2,0,2,2,0,3,1,3,3,0,1,4,1,15,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159,4,5,36,29,1,1,25,31,8,10,7,16,8,25,35,34,4,5,22,0,35,6,1,43,2,9,24,0,30,7,5,91,12,4,0,0,0,1,1,0,1,1,7,2,1,1,0,12,9,2,0,0,0,0,0,0,0,2,0,0,8,0,2,0,0,3,0
"2009-07-09",7,0,0,1,0,0,0,1,10,1,0,2,0,0,0,5,8,0,0,3,0,1,0,0,2,1,1,3,0,0,1,0,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131,0,6,42,19,1,1,10,31,2,11,18,14,1,9,5,20,10,2,26,9,27,5,3,42,3,3,14,0,34,11,1,57,18,2,0,0,1,0,0,0,1,7,0,1,2,3,0,10,8,2,0,0,0,0,0,0,0,2,0,0,2,0,1,5,1,8,0
"2009-07-10",34,1,0,5,2,1,2,3,9,7,7,13,4,0,11,2,7,1,3,1,0,5,1,0,8,2,5,6,0,7,3,4,33,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,1,3,24,15,0,1,10,21,13,19,18,12,5,40,14,19,3,5,9,2,15,6,1,21,4,9,36,0,34,16,8,47,6,37,0,0,9,3,4,0,0,5,6,0,14,7,0,19,9,6,0,4,8,0,4,0,0,14,0,3,10,1,3,6,8,38,0
"2009-07-13",0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,3,8,25,0,0,11,16,3,6,10,8,2,2,14,13,3,0,8,0,8,4,0,15,0,0,0,0,3,16,1,45,7,4,0,0,2,1,0,0,0,1,0,0,5,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,3,0,4,0
"2009-07-14",14,1,0,1,1,0,0,5,6,2,4,2,4,0,4,1,5,2,0,2,0,1,0,0,0,0,0,6,0,0,0,2,6,0,17,0,0,0,1,0,0,3,0,1,1,0,2,0,0,1,2,2,0,0,0,1,0,0,2,0,0,7,0,0,0,0,8,0,79,15,0,45,14,2,2,14,22,6,12,10,9,6,4,17,24,6,4,16,0,13,4,2,34,1,2,12,0,11,7,8,53,12,5,0,0,3,2,0,0,6,3,11,1,2,11,0,1,12,11,2,0,0,0,2,1,0,0,0,1,14,0,0,1,1,7,0
"2009-07-15",17,0,0,1,1,0,0,5,4,4,15,6,4,0,3,10,4,0,2,3,0,2,0,0,3,0,1,5,0,3,3,1,18,1,19,0,0,5,1,0,0,1,2,1,7,4,1,1,8,2,3,0,0,1,1,0,0,0,4,0,0,3,0,7,3,0,21,0,77,3,3,29,15,0,11,22,24,0,34,13,14,4,5,30,26,5,8,10,4,16,9,3,19,3,13,20,0,4,0,3,76,13,8,0,0,0,1,3,1,14,6,1,12,3,6,2,0,10,5,0,2,0,0,2,2,0,0,0,0,1,0,0,0,2,10,0
"2009-07-16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,0,2,1,0,0,13,1,0,0,0,11,0,0,8,0,0,1,2,0,0,0,0,2,0,0,0,0,0,0,0,10,0,103,5,13,23,15,1,0,42,71,1,20,19,32,2,8,12,36,0,1,19,4,21,5,0,38,0,11,4,0,28,9,1,89,29,4,0,0,1,1,0,0,22,0,0,0,0,23,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
"2009-07-17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,8,1,39,19,3,7,18,30,3,9,13,35,2,11,19,15,9,4,20,10,18,2,0,22,5,3,9,0,40,5,1,84,33,24,0,0,10,4,0,2,6,28,2,2,0,6,0,2,10,16,0,0,2,0,12,0,0,6,0,12,0,0,2,2,2,16,0
"2009-07-20",13,0,0,4,7,2,0,3,6,9,0,4,1,0,8,1,10,1,0,0,0,2,1,0,5,0,3,5,0,1,2,1,15,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,84,4,3,37,29,1,13,11,20,5,12,5,9,1,4,13,15,10,1,21,9,23,5,2,27,0,4,14,0,11,26,2,52,1,24,0,1,3,3,3,0,4,5,6,1,4,0,1,2,4,13,0,0,5,2,1,2,0,0,1,2,4,0,1,0,7,18,1
"2009-07-21",26,1,1,4,2,0,0,2,2,4,4,3,1,1,10,3,3,1,0,4,0,5,1,0,6,0,3,2,0,4,6,4,18,2,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,79,17,0,26,14,0,0,9,19,8,2,16,10,0,5,18,6,3,3,21,11,23,4,2,31,5,7,7,0,23,14,0,66,13,15,0,0,3,0,0,0,3,4,1,1,5,0,1,3,3,4,0,0,0,1,2,1,0,12,0,4,2,0,3,0,2,12,3
"2009-07-22",21,0,0,19,7,4,0,5,4,3,3,11,6,1,1,14,12,0,1,1,1,4,4,1,14,2,6,6,0,1,1,0,20,11,12,0,0,2,2,0,0,2,0,1,1,4,0,0,9,3,4,0,0,0,0,2,0,0,12,0,0,1,0,1,1,1,25,2,129,2,0,48,23,1,13,7,26,4,31,32,7,4,5,15,18,6,3,17,17,26,7,0,56,4,4,15,0,20,9,4,102,55,19,1,0,5,6,0,0,5,0,0,3,10,2,0,1,7,2,0,0,1,1,2,2,0,12,0,1,4,0,0,1,2,16,2
