date,independent_bank,independent_bubble,independent_contraction,independent_credit,independent_crisis,independent_depression,independent_derivative,independent_employment,independent_growth,independent_housing,independent_inflation,independent_interest,independent_job,independent_lehman,independent_mortgage,independent_recession,independent_recovery,independent_reform,independent_swap,independent_asset,independent_bankrup,independent_captital,independent_collapse,independent_collateral,independent_debt,independent_downgrade,independent_gdp,independent_house,independent_layoff,independent_loan,independent_property,independent_quantitative,independent_rate,independent_rating,dailymail_bank,dailymail_bubble,dailymail_contraction,dailymail_credit,dailymail_crisis,dailymail_depression,dailymail_derivative,dailymail_employment,dailymail_growth,dailymail_housing,dailymail_inflation,dailymail_interest,dailymail_job,dailymail_lehman,dailymail_mortgage,dailymail_recession,dailymail_recovery,dailymail_reform,dailymail_swap,dailymail_asset,dailymail_bankrup,dailymail_captital,dailymail_collapse,dailymail_collateral,dailymail_debt,dailymail_downgrade,dailymail_gdp,dailymail_house,dailymail_layoff,dailymail_loan,dailymail_property,dailymail_quantitative,dailymail_rate,dailymail_rating,financialtimes_bank,financialtimes_bubble,financialtimes_contraction,financialtimes_credit,financialtimes_crisis,financialtimes_depression,financialtimes_derivative,financialtimes_employment,financialtimes_growth,financialtimes_housing,financialtimes_inflation,financialtimes_interest,financialtimes_job,financialtimes_lehman,financialtimes_mortgage,financialtimes_recession,financialtimes_recovery,financialtimes_reform,financialtimes_swap,financialtimes_asset,financialtimes_bankrup,financialtimes_captital,financialtimes_collapse,financialtimes_collateral,financialtimes_debt,financialtimes_downgrade,financialtimes_gdp,financialtimes_house,financialtimes_layoff,financialtimes_loan,financialtimes_property,financialtimes_quantitative,financialtimes_rate,financialtimes_rating,guardian_bank,guardian_bubble,guardian_contraction,guardian_credit,guardian_crisis,guardian_depression,guardian_derivative,guardian_employment,guardian_growth,guardian_housing,guardian_inflation,guardian_interest,guardian_job,guardian_lehman,guardian_mortgage,guardian_recession,guardian_recovery,guardian_reform,guardian_swap,guardian_asset,guardian_bankrup,guardian_captital,guardian_collapse,guardian_collateral,guardian_debt,guardian_downgrade,guardian_gdp,guardian_house,guardian_layoff,guardian_loan,guardian_property,guardian_quantitative,guardian_rate,guardian_rating
"2005-12-13",9,0,0,0,0,0,0,0,6,1,6,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,13,0,3,0,0,2,0,0,0,1,3,3,2,1,0,0,0,0,6,0,0,0,0,1,1,0,0,0,0,3,0,0,0,0,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,0,3,1,0,0,3,3,0,2,3,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,9,0
"2005-12-14",13,1,0,0,0,0,0,0,10,1,20,6,1,0,0,0,1,3,0,0,0,5,0,0,11,0,5,3,0,0,1,0,27,1,2,0,0,2,0,0,0,0,2,11,1,2,1,0,5,0,0,1,0,0,0,0,0,0,0,1,0,14,0,0,2,0,13,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,2,0,0,1,0,0,12,10,0,14,8,0,0,1,0,0,4,0,0,0,1,0,0,1,0,5,1,0,0,0,0,16,0
"2005-12-15",4,0,0,0,0,0,0,3,14,0,1,5,1,0,0,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,13,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0,0,1,0,1,0,68,3,0,25,4,0,0,23,46,4,36,28,19,4,12,1,12,5,4,12,1,17,2,0,29,9,8,8,0,7,3,0,102,18,4,0,0,0,1,0,0,8,3,0,6,7,5,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,6,2
"2005-12-16",1,0,0,1,0,0,0,1,5,2,3,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,7,1,0,0,0,10,0,0,0,5,0,1,1,1,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,83,2,1,28,3,0,5,6,36,4,39,35,5,5,25,0,11,8,2,11,3,14,0,0,25,3,8,16,0,12,2,2,102,17,0,0,0,0,0,0,0,3,2,0,0,2,1,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,5,2
"2005-12-19",11,0,0,2,0,0,0,1,12,4,12,7,2,0,0,0,2,5,0,1,0,3,3,0,0,1,0,8,0,0,2,0,14,1,1,0,0,4,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"2005-12-20",2,0,0,0,0,0,0,2,3,2,2,1,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,2,0,10,0,2,0,0,1,0,0,0,0,0,1,0,3,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2005-12-21",2,0,0,0,0,0,0,0,0,6,3,1,1,0,9,0,1,0,0,1,0,1,0,0,1,1,0,9,0,1,9,0,3,0,8,0,0,3,4,0,0,2,0,3,1,1,2,0,9,0,1,2,0,0,0,2,0,0,0,1,1,2,0,0,3,0,10,2,64,1,0,19,2,0,4,4,31,26,33,18,3,0,9,0,4,13,3,6,2,15,1,0,4,3,11,12,0,2,10,3,68,4,3,0,0,1,0,0,0,3,5,1,0,0,0,0,3,0,0,0,0,4,0,3,0,0,12,0,0,2,0,1,0,0,3,0
"2005-12-22",4,0,0,1,1,0,0,0,15,3,6,7,0,0,1,0,1,0,0,2,0,2,1,0,1,0,1,6,0,0,2,0,13,1,12,0,0,0,0,0,0,0,6,7,3,4,0,0,2,0,1,0,0,1,0,2,0,0,0,0,0,9,0,0,1,0,16,0,38,1,0,6,0,0,1,11,31,4,21,13,38,2,1,0,4,6,0,5,4,14,2,0,24,1,6,9,0,3,10,0,80,6,4,0,0,1,0,0,0,0,5,2,8,5,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,20,1
"2005-12-23",3,0,0,0,0,0,0,1,7,2,3,3,0,0,0,1,0,0,0,2,0,0,1,0,0,0,1,4,0,0,1,0,4,2,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,35,1,0,9,2,0,1,3,29,2,27,16,1,1,2,2,5,1,1,4,1,7,3,0,4,0,6,9,0,7,12,0,55,4,2,0,0,0,0,0,0,1,7,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,10,0,1,1,0,1,0,0,4,0
"2005-12-26",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2005-12-27",2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,13,0,2,2,0,0,0,0,6,1,2,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,6,0,0,0,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2005-12-28",3,0,0,0,0,0,0,2,5,3,0,0,8,0,1,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,3,0,2,0,5,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,4,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,0,0,0,0,0,6,15,6,2,5,3,0,0,1,1,0,0,1,0,0,0,0,1,0,0,6,0,0,3,0,12,0
"2005-12-29",0,0,0,1,1,0,0,0,6,3,1,3,0,0,1,1,0,0,0,0,0,0,0,0,2,0,1,1,0,1,1,0,1,0,1,0,0,1,0,0,0,1,2,0,1,0,4,0,0,1,1,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,33,1,0,1,1,0,4,3,19,4,5,22,4,0,0,5,12,8,0,10,0,5,2,0,3,2,0,2,0,0,2,1,65,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2005-12-30",12,2,0,1,2,0,0,2,28,4,11,13,1,3,6,11,0,9,0,4,0,5,2,0,1,3,1,9,0,1,1,0,40,1,2,0,0,0,0,0,0,0,0,1,0,3,0,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9,0,45,3,0,21,0,0,1,4,23,10,1,17,5,0,15,6,3,7,0,3,16,10,1,1,25,2,0,8,0,44,2,0,53,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2006-01-02",16,0,0,0,0,0,0,0,12,2,3,7,0,0,9,0,0,0,0,0,0,1,0,0,0,0,1,4,0,0,0,0,21,0,1,0,0,1,0,0,0,0,1,1,3,0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2006-01-03",35,0,0,22,2,0,0,1,13,0,9,20,1,2,4,4,1,0,0,0,14,1,1,0,36,1,3,0,0,4,1,0,31,2,4,0,0,0,1,0,0,3,2,0,0,2,2,0,0,0,1,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,0,1,0,0,0,4,13,4,2,7,2,0,0,2,5,1,0,0,0,0,2,0,1,0,2,4,0,0,0,0,9,0
"2006-01-04",1,0,1,0,0,0,0,1,6,1,1,3,2,0,1,1,2,0,0,1,0,3,0,0,0,0,0,2,0,1,0,0,15,0,49,0,1,14,0,0,0,1,4,5,3,24,4,1,10,0,0,0,0,0,1,3,0,0,6,0,0,3,0,5,2,0,63,1,61,1,1,3,2,0,7,17,45,17,22,40,7,2,4,1,3,1,0,10,2,15,0,0,8,0,2,20,0,0,2,1,114,13,3,0,1,0,0,0,0,3,1,0,2,3,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0
"2006-01-05",9,0,0,11,0,0,0,0,5,4,4,5,0,0,4,0,1,1,0,1,0,0,0,0,10,2,0,9,0,2,1,0,15,2,6,0,0,3,0,0,0,1,6,3,0,1,1,0,5,1,1,0,0,1,0,2,0,0,5,0,0,5,0,8,4,0,7,1,31,3,4,17,0,0,0,7,32,10,25,28,11,1,3,0,3,1,0,1,0,10,2,0,12,2,0,7,0,7,1,0,100,7,11,0,0,7,0,0,0,6,7,5,4,3,16,0,3,0,1,4,0,0,0,2,0,0,2,0,1,3,0,1,1,0,17,8
"2006-01-06",7,0,0,1,0,0,0,2,8,1,1,6,3,0,2,0,2,2,1,3,1,1,0,0,2,0,0,3,0,1,1,0,17,0,2,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,47,0,1,20,2,0,16,14,33,5,10,22,13,4,2,3,5,3,5,22,3,15,1,3,12,9,9,12,0,3,2,1,90,10,4,0,0,0,0,0,0,2,8,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,1
"2006-01-09",6,0,0,1,0,0,0,4,7,0,2,5,2,0,1,0,1,0,0,2,1,1,0,0,7,0,1,0,0,1,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,22,1,0,3,0,1,0,7,24,6,10,9,7,0,1,0,5,4,0,14,0,8,2,0,15,0,2,12,0,3,0,0,55,2,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,2
"2006-01-10",7,0,0,0,0,0,0,0,4,3,5,9,1,0,2,3,0,0,0,2,0,2,1,0,7,0,0,4,0,0,1,0,27,4,12,1,1,5,3,0,0,1,5,9,2,11,0,0,6,4,1,0,0,1,2,1,1,0,11,0,0,10,0,4,7,0,17,0,58,0,0,6,1,0,0,5,37,9,14,47,5,0,3,3,8,2,1,8,3,25,0,0,4,4,4,15,0,1,2,0,100,23,4,0,0,0,1,0,0,2,6,2,7,4,1,0,1,1,3,1,1,0,0,3,1,0,6,0,2,8,0,2,4,0,6,3
"2006-01-11",4,0,0,6,0,0,0,1,0,0,0,5,0,0,3,0,0,0,0,0,1,0,0,0,3,0,0,2,0,1,1,0,6,0,4,0,0,0,0,0,0,0,1,0,0,5,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,4,0,0,0,0,7,0,28,1,0,11,0,0,2,3,47,9,8,21,4,2,5,0,5,2,1,17,1,20,0,3,13,3,1,13,0,10,3,0,95,12,3,0,0,0,1,0,0,5,7,3,0,1,4,0,0,0,2,1,0,0,0,1,0,0,9,0,1,12,0,1,6,0,7,0
"2006-01-12",7,0,0,1,3,0,0,0,12,0,5,9,1,0,0,1,2,1,0,4,0,8,2,0,1,3,4,3,0,0,2,0,22,3,7,0,0,6,1,0,0,0,4,2,0,3,3,0,2,1,1,0,0,2,2,1,2,0,10,0,2,2,0,2,1,0,10,0,37,2,0,12,0,0,4,16,36,9,13,20,13,1,0,5,1,1,3,17,1,22,1,1,12,10,5,12,0,2,4,1,61,21,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,5,0,6,0,0,0,0,0,0,0
"2006-01-13",6,0,0,0,0,0,0,0,7,1,3,5,0,1,1,0,5,0,0,0,0,1,0,0,0,1,1,2,0,0,0,0,15,2,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,4,0,70,0,0,22,1,1,11,6,80,2,11,35,4,6,2,4,10,5,3,9,4,22,3,1,12,4,11,8,0,15,8,0,96,17,4,0,0,0,0,0,0,2,2,0,5,6,2,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,12,0
"2006-01-16",27,0,0,0,0,0,0,1,1,3,32,12,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,17,0,5,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,2,0,0,0,14,0,2,1,0,0,0,0,1,0,21,1,0,4,5,1,0,17,50,5,26,12,20,0,6,0,4,19,1,31,0,10,0,0,11,0,3,19,0,0,13,1,58,6,3,0,1,0,0,0,0,7,13,2,2,3,2,0,0,0,3,2,0,0,0,0,0,0,1,0,2,1,0,0,0,0,6,0
"2006-01-17",4,0,0,1,0,0,0,0,0,1,6,3,0,0,0,0,1,1,0,5,0,1,0,0,1,0,0,2,0,0,0,0,14,1,8,1,0,2,0,0,1,0,2,0,2,1,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,1,0,0,1,0,6,0,78,2,0,22,6,0,0,14,62,10,22,38,18,1,4,2,3,7,5,30,1,30,2,2,41,2,6,13,0,4,13,2,116,11,9,0,0,2,0,0,0,2,4,1,8,4,4,0,0,0,0,0,0,5,0,1,0,0,11,0,0,1,0,0,1,0,6,0
"2006-01-18",8,0,0,1,0,1,0,0,6,5,19,8,1,0,0,0,0,0,0,7,0,1,2,0,0,1,0,11,0,0,9,0,15,1,10,0,0,0,0,0,0,0,1,0,3,10,1,0,15,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,3,0,20,0,76,3,0,27,10,0,8,5,51,3,33,24,5,1,2,0,4,1,7,35,3,34,0,1,33,3,3,14,0,1,11,0,84,8,3,0,0,1,0,0,0,0,2,1,14,3,0,0,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,12,0
"2006-01-19",7,5,0,2,0,1,0,3,7,1,2,9,3,0,0,2,0,0,0,7,0,4,0,0,4,0,0,0,0,0,3,0,16,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,114,8,0,23,14,4,6,56,68,0,50,55,42,2,4,0,20,16,11,44,0,60,6,2,42,4,5,4,0,0,12,4,227,33,8,1,0,0,0,0,0,11,7,1,1,2,14,0,1,2,2,1,0,2,0,1,1,0,3,0,0,0,0,0,0,0,15,0
"2006-01-20",6,2,0,0,1,0,0,0,6,1,3,3,0,0,1,0,0,1,0,3,0,3,2,0,4,0,1,4,0,0,0,0,14,1,1,0,0,0,2,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3,0,0,2,0,0,2,5,0,1,6,0,0,0,1,0,0,0,3,0,0,3,0,6,0,0,0,0,0,0,0,10,0
"2006-01-23",16,4,2,21,3,1,0,2,6,0,6,23,0,0,2,0,0,2,1,4,2,7,0,0,12,0,1,1,0,2,1,0,30,0,8,0,0,14,1,0,0,1,4,0,8,2,8,0,0,0,0,2,0,10,0,0,2,0,9,0,0,1,0,3,0,0,14,0,65,14,1,12,4,0,1,4,26,0,4,17,16,0,8,3,1,4,0,46,0,16,3,0,34,0,7,2,0,10,6,0,66,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2006-01-24",1,0,0,0,0,0,0,2,0,0,1,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,73,6,0,30,1,0,2,5,32,13,14,33,10,0,6,3,1,7,2,27,2,15,1,1,11,3,6,13,0,38,4,0,126,23,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"2006-01-25",12,0,0,1,1,0,0,3,1,1,6,5,8,0,1,0,1,0,0,0,0,3,0,0,6,0,1,3,0,0,2,0,20,0,10,1,0,0,2,1,0,4,1,0,1,16,2,0,11,0,1,4,0,1,0,1,0,0,0,1,0,1,0,2,0,0,49,0,81,9,0,37,8,0,9,16,77,7,37,38,30,0,5,2,8,13,6,27,4,21,10,0,29,0,28,9,0,5,4,0,156,26,5,0,0,0,0,0,0,2,5,0,2,1,4,0,0,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,10,0
"2006-01-26",10,0,0,3,1,0,1,1,17,3,4,1,0,0,4,0,0,0,0,1,1,0,0,0,5,0,0,1,0,0,1,0,14,3,5,1,0,1,0,0,0,0,6,1,0,4,2,0,1,0,0,0,0,1,0,0,0,0,7,3,1,0,0,2,1,0,5,2,66,4,2,13,6,1,0,22,86,31,18,42,28,0,18,3,8,11,0,31,1,16,0,0,18,0,14,17,0,9,18,1,137,15,6,1,0,0,0,0,0,2,13,0,2,4,5,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,2,0,17,0
"2006-01-27",4,0,0,1,0,0,0,0,4,1,1,7,1,0,0,0,1,0,0,3,0,1,0,0,2,0,0,5,0,0,0,0,10,1,9,1,0,7,0,0,0,1,1,2,0,4,0,0,6,0,0,0,0,2,2,0,0,0,11,0,0,3,0,3,5,0,4,0,40,2,0,15,2,0,0,28,65,10,23,29,16,0,0,4,13,17,0,7,0,12,1,0,13,3,13,9,0,7,1,0,111,23,3,0,0,3,0,0,0,3,2,6,1,3,15,0,0,0,0,1,0,0,0,0,0,0,7,0,0,5,0,0,4,0,13,1
"2006-01-30",5,2,0,2,2,0,0,1,16,1,0,6,2,0,0,2,0,0,0,5,1,9,0,0,5,0,2,5,0,4,1,0,20,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,27,4,0,5,3,1,1,22,31,1,34,25,11,0,3,2,1,6,15,37,0,15,0,1,7,0,4,3,0,1,6,1,97,12,9,4,0,1,0,0,0,1,18,3,9,12,0,0,0,2,1,2,0,2,0,0,2,0,2,0,1,2,0,0,2,0,23,0
"2006-01-31",10,4,0,2,2,4,0,0,3,2,0,6,2,0,0,2,0,0,0,2,0,3,0,0,2,6,2,3,1,0,2,0,10,0,7,3,0,8,4,1,0,1,2,1,3,9,0,0,0,1,0,2,0,2,0,1,3,0,11,0,0,5,0,3,2,0,15,0,27,1,0,24,1,0,10,4,24,4,16,23,6,0,0,0,3,5,8,4,3,5,0,1,16,1,4,7,0,4,4,0,78,15,7,10,0,1,1,0,0,1,4,7,9,4,0,0,1,4,0,0,0,2,1,0,1,0,3,0,0,7,0,0,0,0,8,0
"2006-02-01",11,1,0,2,0,0,0,0,5,1,9,10,8,0,5,1,1,0,0,0,0,0,1,0,2,0,3,7,0,1,2,0,27,1,27,2,0,12,1,0,0,1,3,8,7,25,1,0,20,0,1,4,0,1,1,2,0,0,14,0,0,17,0,17,10,0,46,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,0,0,0,0,0,5,5,8,3,0,0,5,1,0,0,0,0,0,3,0,0,0,0,0,5,0,0,5,0,11,1
"2006-02-02",3,2,1,0,0,0,0,6,13,0,4,3,5,0,1,0,2,3,0,0,0,2,0,0,5,0,0,0,0,0,0,0,10,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"2006-02-03",5,0,0,2,0,0,0,0,1,0,3,5,0,0,0,0,1,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,3,0,0,0,0,2,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"2006-02-06",13,1,0,1,1,0,0,5,8,1,25,3,0,0,1,0,0,0,0,0,0,2,1,0,0,0,1,1,0,0,1,0,16,1,2,0,0,1,2,0,0,4,4,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,39,1,0,14,3,0,1,7,22,0,12,20,6,3,0,0,0,1,1,25,1,39,0,0,43,0,4,5,0,0,10,0,57,27,5,0,0,1,1,0,0,0,3,0,0,3,1,0,0,0,0,3,0,0,0,2,0,0,7,0,2,2,0,0,1,0,6,1
"2006-02-07",3,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,4,0,1,0,2,0,0,1,0,0,0,0,0,3,0,7,0,2,0,0,5,1,1,0,0,0,0,1,1,5,0,0,0,0,0,0,0,1,0,0,0,17,0,0,1,0,0,1,0,3,0,54,1,0,13,1,0,0,6,54,2,20,38,7,0,6,0,4,13,3,10,0,12,2,1,15,1,4,28,0,5,12,0,103,17,8,1,0,1,0,0,0,1,3,0,1,4,6,1,0,1,9,0,0,1,0,0,0,0,4,0,0,3,0,2,1,3,12,0
"2006-02-08",0,0,0,0,0,0,0,1,6,1,1,0,1,0,0,0,0,0,0,1,0,2,1,0,0,0,0,1,0,0,1,0,4,1,16,0,0,0,2,0,0,3,4,0,19,6,7,0,11,0,0,0,0,1,1,4,0,0,0,0,0,3,0,17,17,0,44,1,80,16,0,34,4,0,5,14,31,23,17,29,7,1,19,4,9,8,3,20,1,42,3,0,34,2,1,16,0,7,51,3,115,19,0,0,0,2,0,0,0,1,5,0,1,0,0,0,0,0,0,4,0,1,0,1,0,0,0,0,0,1,0,0,1,0,10,0
"2006-02-09",4,0,1,3,3,0,0,12,13,1,2,12,2,1,1,0,1,1,0,3,0,1,0,0,0,0,9,1,0,2,1,0,14,3,1,0,0,0,1,0,0,2,2,0,0,0,3,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,56,2,0,13,5,0,0,17,37,8,22,43,21,1,8,13,9,4,0,9,1,28,3,0,15,3,11,17,0,4,3,0,116,24,8,0,0,0,0,0,0,7,17,2,7,9,1,3,1,0,0,0,0,0,1,0,0,0,1,0,1,2,0,0,1,0,21,1
"2006-02-10",9,0,0,0,0,0,0,1,6,1,4,1,2,0,1,0,0,1,0,1,1,2,0,0,1,0,1,3,0,0,0,0,6,0,5,0,0,2,1,2,0,4,3,4,8,6,6,0,3,0,1,0,0,0,0,2,1,0,0,0,0,8,0,0,10,0,29,2,92,3,0,8,2,0,3,11,44,4,23,51,20,6,2,2,3,6,1,21,0,11,0,4,17,3,4,9,0,4,6,13,129,14,3,0,0,0,1,0,0,4,3,2,3,4,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,3,0,0,1,0,7,0
"2006-02-13",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2,1,2,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,5,0,23,1,0,6,3,0,1,1,27,4,9,16,5,1,5,0,4,10,0,18,0,7,0,1,0,0,3,1,0,4,9,0,36,12,2,0,0,2,1,0,0,3,7,1,3,2,2,0,0,0,0,0,0,0,0,3,0,0,0,0,2,2,0,0,0,0,6,0
"2006-02-14",5,0,0,0,0,0,0,0,3,1,4,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,1,17,0,0,10,1,0,0,7,4,3,1,2,12,0,6,0,1,0,0,0,3,0,2,0,14,0,0,11,0,3,11,0,12,1,63,2,1,11,4,2,0,2,33,4,24,29,11,1,0,2,8,6,0,23,2,27,2,0,6,2,14,9,0,10,0,3,92,13,2,0,0,1,0,0,0,1,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0
"2006-02-15",17,0,0,0,0,0,0,0,3,7,14,5,0,2,4,0,0,0,0,6,0,0,1,0,0,0,2,2,0,1,3,0,10,1,11,0,0,7,3,0,0,0,4,0,4,11,1,0,10,0,1,0,0,1,1,1,1,0,4,0,0,4,0,4,2,0,28,2,59,0,0,18,1,0,2,14,70,3,41,34,14,0,1,1,6,9,0,14,4,23,0,1,17,5,5,9,0,3,5,0,114,31,8,0,0,0,0,0,0,0,8,1,9,6,4,1,0,0,0,0,0,3,0,2,1,0,0,0,0,2,0,0,0,0,14,0
"2006-02-16",22,0,0,1,2,0,0,4,8,1,20,16,6,0,2,0,2,1,0,7,1,0,0,0,1,0,5,6,0,0,1,0,29,1,8,0,0,0,2,0,0,2,4,2,5,7,3,0,12,0,0,0,0,1,0,2,0,0,1,0,0,2,0,2,4,0,16,4,134,2,0,26,2,0,3,12,93,13,67,43,15,2,9,0,7,14,4,25,0,28,1,2,23,8,10,26,0,2,15,0,129,34,8,0,0,0,0,0,0,6,10,0,17,5,5,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,12,0
